ExperimentID,Cohort,SubjectName,SubjectNumber,SessionNumber,ExperimentType,Comment,DateTime,LogFileName,Parameters
83,HD,ash,2,10.0,RPE-E,RP-E,2023-10-20 10:45:37.839423,Experiment_2023-10-20T10:45:37.839423_ash_10_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
84,HD,mowgli,3,8.0,RPE-E,RP-E ,2023-10-20 11:37:18.291738,Experiment_2023-10-20T11:37:18.291738_mowgli_8_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
85,HD,teddy,4,7.0,RPE-H,RP-H-3,2023-10-20 12:17:32.357031,Experiment_2023-10-20T12:17:32.357031_teddy_7_RPE-H.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
86,HD,dodge,5,6.0,RPE-H,RP-H-3,2023-10-20 13:29:43.577939,Experiment_2023-10-20T13:29:43.577939_dodge_6_RPE-H.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
87,HD,dodge,5,7.0,RPE-H,RP -H-3,2023-10-20 13:37:55.935693,Experiment_2023-10-20T13:37:55.935693_dodge_7_RPE-H.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
88,HD,filly,6,7.0,RPE-E,RP-E,2023-10-20 13:49:40.775758,Experiment_2023-10-20T13:49:40.775758_filly_7_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
89,HD,filly,6,8.0,RPE-E,Scond test,2023-10-20 14:00:45.049518,Experiment_2023-10-20T14:00:45.049518_filly_8_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
90,HD,dougie,7,6.0,RPE-E,RP-E delayed due to change,2023-10-20 15:12:18.561879,Experiment_2023-10-20T15:12:18.561879_dougie_6_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
91,HD,bonnie,8,73.0,RPE-H,RP-H-3,2023-10-20 16:07:14.477740,Experiment_2023-10-20T16:07:14.477740_bonnie_73_RPE-H.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
92,HD,apollo,9,5.0,RPE-H,RP-H-3,2023-10-20 16:27:31.219719,Experiment_2023-10-20T16:27:31.219719_apollo_5_RPE-H.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
93,HD,molly,10,5.0,RPE-H,RP-H 3,2023-10-20 16:44:16.657055,Experiment_2023-10-20T16:44:16.657055_molly_5_RPE-H.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
94,HD,ash,2,11.0,RPE-ER,RP-R,2023-10-20 17:15:02.529514,Experiment_2023-10-20T17:15:02.529514_ash_11_RPE-ER.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
95,HD,ash,2,12.0,RPE-R,RP-R,2023-10-20 17:18:59.586821,Experiment_2023-10-20T17:18:59.586821_ash_12_RPE-R.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
96,HD,ash,2,13.0,RPE-R,RPR-2,2023-10-20 17:21:35.527287,Experiment_2023-10-20T17:21:35.527287_ash_13_RPE-R.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
97,HD,ash,2,14.0,RPE-R,None,2023-10-20 17:25:54.309711,Experiment_2023-10-20T17:25:54.309711_ash_14_RPE-R.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
98,HD,mowgli,3,9.0,RPE-ER,RP-Extinct pror to reinstatement,2023-10-21 10:47:46.513633,Experiment_2023-10-21T10:47:46.513633_mowgli_9_RPE-ER.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
99,HD,mowgli,3,10.0,RPE-R,RP-R after RP-ER extincton criterion,2023-10-21 10:55:05.366041,Experiment_2023-10-21T10:55:05.366041_mowgli_10_RPE-R.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
100,HD,teddy,4,8.0,RPE-E,RP-E,2023-10-21 11:30:24.083259,Experiment_2023-10-21T11:30:24.083259_teddy_8_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
101,HD,teddy,4,9.0,RPE-E,RP-E 2nd,2023-10-21 11:37:56.042933,Experiment_2023-10-21T11:37:56.042933_teddy_9_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
102,HD,teddy,4,10.0,RPE-E,2nd RP-E after he broke the robot,2023-10-21 11:47:57.260532,Experiment_2023-10-21T11:47:57.260532_teddy_10_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
103,HD,dodge,5,8.0,RPE-E,RP-E,2023-10-21 12:44:24.924507,Experiment_2023-10-21T12:44:24.924507_dodge_8_RPE-E.log,"{""CRITERION_LIMIT_R"": 8, ""CRITERION_LIMIT_RP_H"": 8, ""CRITERION_TIME_RP_H"": 20, ""EXTINCTION_CRITERION"": 5, ""EXTINCTION_MINIMUM_TRIALS"": 20, ""FEED_DISPENSE"": 5, ""INITIAL_DELAY"": 10, ""MAX_TIME_START_TO_TOUCH_EVENT"": 300, ""MAX_TRIAL_PER_SESSION"": 20, ""MODE"": ""-- UNDEFINED --"", ""N_SUBJECT"": 20, ""N_TOUCH"": 3, ""PAUSE_BETWEEN_TRIALS"": 10, ""RESPONSE_TIMEOUT"": 45, ""SENSITIVITY"": 5, ""SERVO_CHANNEL"": 1, ""SERVO_CLOSE"": 0, ""SERVO_DELAY"": 1, ""SERVO_DELAY_AFTER_FEED"": 5, ""SERVO_MODE"": ""pellets"", ""SERVO_OPEN"": 180, ""SESSION_STARTED_SOUND_DURATION"": 2, ""SESSION_TERMINATED_SOUND_DURATION"": 2, ""SYSTEM_READY_SOUND_DURATION"": 2, ""TOUCH_PAD_DELAY"": 0.1, ""TRIAL_LIMIT"": 20, ""TRIAL_SLEEP_TIME"": 5}"
